"neighborhood","crimetype","occurrence","family.with.kids.severity.","Student.severity.","elderly.severity."
"MADISON PARK","WEAPON",8,9,8,9
"MADRONA/LESCHI","",3,NA,NA,NA
"MADRONA/LESCHI","AGGRAVATED ASSAULT",189,7,7,8
"MADRONA/LESCHI","AGGRAVATED ASSAULT-DV",140,5,5,6
"MADRONA/LESCHI","ARSON",14,8,8,10
"MADRONA/LESCHI","BURGLARY-COMMERCIAL",207,1,1,3
"MADRONA/LESCHI","BURGLARY-COMMERCIAL-SECURE PARKING",3,1,1,3
"MADRONA/LESCHI","BURGLARY-RESIDENTIAL",1016,8,7,4
"MADRONA/LESCHI","BURGLARY-RESIDENTIAL-SECURE PARKING",26,8,7,4
"MADRONA/LESCHI","CAR PROWL",2169,5,5,5
"MADRONA/LESCHI","DISORDERLY CONDUCT",1,3,4,4
"MADRONA/LESCHI","DUI",103,6,7,5
"MADRONA/LESCHI","FAMILY OFFENSE-NONVIOLENT",157,3,4,4
"MADRONA/LESCHI","GAMBLE",1,3,3,3
"MADRONA/LESCHI","HOMICIDE",7,10,10,10
"MADRONA/LESCHI","LIQUOR LAW VIOLATION",19,1,2,2
"MADRONA/LESCHI","MOTOR VEHICLE THEFT",515,1,2,2
"MADRONA/LESCHI","NARCOTIC",189,10,9,8
"MADRONA/LESCHI","PORNOGRAPHY",3,0,0,0
"MADRONA/LESCHI","PROSTITUTION",7,8,7,7
"MADRONA/LESCHI","RAPE",28,9,8,9
"MADRONA/LESCHI","ROBBERY-COMMERCIAL",33,5,5,5
"MADRONA/LESCHI","ROBBERY-RESIDENTIAL",19,8,7,9
"MADRONA/LESCHI","ROBBERY-STREET",129,7,7,9
"MADRONA/LESCHI","SEX OFFENSE-OTHER",80,8,6,6
"MADRONA/LESCHI","THEFT-ALL OTHER",671,3,2,3
"MADRONA/LESCHI","THEFT-BICYCLE",82,2,4,2
"MADRONA/LESCHI","THEFT-BUILDING",208,5,4,5
"MADRONA/LESCHI","THEFT-SHOPLIFT",283,1,2,1
"MADRONA/LESCHI","TRESPASS",190,4,2,5
"MADRONA/LESCHI","WEAPON",76,9,8,9
"MAGNOLIA","",1,NA,NA,NA
"MAGNOLIA","AGGRAVATED ASSAULT",121,7,7,8
"MAGNOLIA","AGGRAVATED ASSAULT-DV",101,5,5,6
"MAGNOLIA","ARSON",31,8,8,10
"MAGNOLIA","BURGLARY-COMMERCIAL",411,1,1,3
"MAGNOLIA","BURGLARY-COMMERCIAL-SECURE PARKING",8,1,1,3
"MAGNOLIA","BURGLARY-RESIDENTIAL",1081,8,7,4
"MAGNOLIA","BURGLARY-RESIDENTIAL-SECURE PARKING",147,8,7,4
"MAGNOLIA","CAR PROWL",3131,5,5,5
"MAGNOLIA","DISORDERLY CONDUCT",2,3,4,4
"MAGNOLIA","DUI",184,6,7,5
"MAGNOLIA","FAMILY OFFENSE-NONVIOLENT",96,3,4,4
"MAGNOLIA","HOMICIDE",2,10,10,10
"MAGNOLIA","LIQUOR LAW VIOLATION",10,1,2,2
"MAGNOLIA","MOTOR VEHICLE THEFT",686,1,2,2
"MAGNOLIA","NARCOTIC",50,10,9,8
"MAGNOLIA","PORNOGRAPHY",4,0,0,0
"MAGNOLIA","PROSTITUTION",2,8,7,7
"MAGNOLIA","RAPE",16,9,8,9
"MAGNOLIA","ROBBERY-COMMERCIAL",54,5,5,5
"MAGNOLIA","ROBBERY-RESIDENTIAL",8,8,7,9
"MAGNOLIA","ROBBERY-STREET",38,7,7,9
"MAGNOLIA","SEX OFFENSE-OTHER",47,8,6,6
"MAGNOLIA","THEFT-ALL OTHER",834,3,2,3
"MAGNOLIA","THEFT-BICYCLE",175,2,4,2
"MAGNOLIA","THEFT-BUILDING",157,5,4,5
"MAGNOLIA","THEFT-SHOPLIFT",321,1,2,1
"MAGNOLIA","TRESPASS",129,4,2,5
"MAGNOLIA","WEAPON",29,9,8,9
"MID BEACON HILL","",2,NA,NA,NA
"MID BEACON HILL","AGGRAVATED ASSAULT",156,7,7,8
"MID BEACON HILL","AGGRAVATED ASSAULT-DV",203,5,5,6
"MID BEACON HILL","ARSON",16,8,8,10
"MID BEACON HILL","BURGLARY-COMMERCIAL",107,1,1,3
"MID BEACON HILL","BURGLARY-RESIDENTIAL",1534,8,7,4
"MID BEACON HILL","BURGLARY-RESIDENTIAL-SECURE PARKING",5,8,7,4
"MID BEACON HILL","CAR PROWL",1119,5,5,5
"MID BEACON HILL","DISORDERLY CONDUCT",2,3,4,4
"MID BEACON HILL","DUI",134,6,7,5
"MID BEACON HILL","FAMILY OFFENSE-NONVIOLENT",188,3,4,4
"MID BEACON HILL","GAMBLE",1,3,3,3
"MID BEACON HILL","HOMICIDE",1,10,10,10
"MID BEACON HILL","LIQUOR LAW VIOLATION",10,1,2,2
"MID BEACON HILL","MOTOR VEHICLE THEFT",912,1,2,2
"MID BEACON HILL","NARCOTIC",110,10,9,8
"MID BEACON HILL","PROSTITUTION",2,8,7,7
"MID BEACON HILL","RAPE",16,9,8,9
"MID BEACON HILL","ROBBERY-COMMERCIAL",13,5,5,5
"MID BEACON HILL","ROBBERY-RESIDENTIAL",30,8,7,9
"MID BEACON HILL","ROBBERY-STREET",269,7,7,9
"MID BEACON HILL","SEX OFFENSE-OTHER",83,8,6,6
"MID BEACON HILL","THEFT-ALL OTHER",574,3,2,3
"MID BEACON HILL","THEFT-BICYCLE",41,2,4,2
"MID BEACON HILL","THEFT-BUILDING",182,5,4,5
"MID BEACON HILL","THEFT-SHOPLIFT",19,1,2,1
"MID BEACON HILL","TRESPASS",72,4,2,5
"MID BEACON HILL","WEAPON",64,9,8,9
"MILLER PARK","",2,NA,NA,NA
"MILLER PARK","AGGRAVATED ASSAULT",45,7,7,8
"MILLER PARK","AGGRAVATED ASSAULT-DV",47,5,5,6
"MILLER PARK","ARSON",5,8,8,10
"MILLER PARK","BURGLARY-COMMERCIAL",142,1,1,3
"MILLER PARK","BURGLARY-COMMERCIAL-SECURE PARKING",5,1,1,3
"MILLER PARK","BURGLARY-RESIDENTIAL",504,8,7,4
"MILLER PARK","BURGLARY-RESIDENTIAL-SECURE PARKING",49,8,7,4
"MILLER PARK","CAR PROWL",1025,5,5,5
"MILLER PARK","DISORDERLY CONDUCT",1,3,4,4
"MILLER PARK","DUI",81,6,7,5
"MILLER PARK","FAMILY OFFENSE-NONVIOLENT",45,3,4,4
"MILLER PARK","LIQUOR LAW VIOLATION",6,1,2,2
"MILLER PARK","LOITERING",1,0,0,0
"MILLER PARK","MOTOR VEHICLE THEFT",431,1,2,2
"MILLER PARK","NARCOTIC",32,10,9,8
"MILLER PARK","PROSTITUTION",2,8,7,7
"MILLER PARK","RAPE",12,9,8,9
"MILLER PARK","ROBBERY-COMMERCIAL",10,5,5,5
"MILLER PARK","ROBBERY-RESIDENTIAL",6,8,7,9
"MILLER PARK","ROBBERY-STREET",67,7,7,9
"MILLER PARK","SEX OFFENSE-OTHER",49,8,6,6
"MILLER PARK","THEFT-ALL OTHER",371,3,2,3
"MILLER PARK","THEFT-BICYCLE",94,2,4,2
"MILLER PARK","THEFT-BUILDING",137,5,4,5
"MILLER PARK","THEFT-SHOPLIFT",151,1,2,1
"MILLER PARK","TRESPASS",100,4,2,5
"MILLER PARK","WEAPON",13,9,8,9
"MONTLAKE/PORTAGE BAY","",1,NA,NA,NA
"MONTLAKE/PORTAGE BAY","AGGRAVATED ASSAULT",33,7,7,8
"MONTLAKE/PORTAGE BAY","AGGRAVATED ASSAULT-DV",13,5,5,6
"MONTLAKE/PORTAGE BAY","ARSON",5,8,8,10
"MONTLAKE/PORTAGE BAY","BURGLARY-COMMERCIAL",159,1,1,3
"MONTLAKE/PORTAGE BAY","BURGLARY-COMMERCIAL-SECURE PARKING",5,1,1,3
"MONTLAKE/PORTAGE BAY","BURGLARY-RESIDENTIAL",512,8,7,4
"MONTLAKE/PORTAGE BAY","BURGLARY-RESIDENTIAL-SECURE PARKING",59,8,7,4
"MONTLAKE/PORTAGE BAY","CAR PROWL",1795,5,5,5
"MONTLAKE/PORTAGE BAY","DUI",115,6,7,5
"MONTLAKE/PORTAGE BAY","FAMILY OFFENSE-NONVIOLENT",24,3,4,4
"MONTLAKE/PORTAGE BAY","HOMICIDE",1,10,10,10
"MONTLAKE/PORTAGE BAY","LIQUOR LAW VIOLATION",6,1,2,2
"MONTLAKE/PORTAGE BAY","MOTOR VEHICLE THEFT",334,1,2,2
"MONTLAKE/PORTAGE BAY","NARCOTIC",22,10,9,8
"MONTLAKE/PORTAGE BAY","RAPE",5,9,8,9
"MONTLAKE/PORTAGE BAY","ROBBERY-COMMERCIAL",6,5,5,5
"MONTLAKE/PORTAGE BAY","ROBBERY-RESIDENTIAL",6,8,7,9
"MONTLAKE/PORTAGE BAY","ROBBERY-STREET",18,7,7,9
"MONTLAKE/PORTAGE BAY","SEX OFFENSE-OTHER",28,8,6,6
"MONTLAKE/PORTAGE BAY","THEFT-ALL OTHER",295,3,2,3
"MONTLAKE/PORTAGE BAY","THEFT-BICYCLE",136,2,4,2
"MONTLAKE/PORTAGE BAY","THEFT-BUILDING",50,5,4,5
"MONTLAKE/PORTAGE BAY","THEFT-SHOPLIFT",24,1,2,1
"MONTLAKE/PORTAGE BAY","TRESPASS",56,4,2,5
"MONTLAKE/PORTAGE BAY","WEAPON",11,9,8,9
"MORGAN","",1,NA,NA,NA
"MORGAN","AGGRAVATED ASSAULT",56,7,7,8
"MORGAN","AGGRAVATED ASSAULT-DV",70,5,5,6
"MORGAN","ARSON",8,8,8,10
"MORGAN","BURGLARY-COMMERCIAL",152,1,1,3
"MORGAN","BURGLARY-COMMERCIAL-SECURE PARKING",4,1,1,3
"MORGAN","BURGLARY-RESIDENTIAL",692,8,7,4
"MORGAN","BURGLARY-RESIDENTIAL-SECURE PARKING",32,8,7,4
"MORGAN","CAR PROWL",1538,5,5,5
"MORGAN","DISORDERLY CONDUCT",1,3,4,4
"MORGAN","DUI",112,6,7,5
"MORGAN","FAMILY OFFENSE-NONVIOLENT",75,3,4,4
"MORGAN","HOMICIDE",4,10,10,10
"MORGAN","LIQUOR LAW VIOLATION",6,1,2,2
"MORGAN","MOTOR VEHICLE THEFT",578,1,2,2
"MORGAN","NARCOTIC",40,10,9,8
"MORGAN","PORNOGRAPHY",2,0,0,0
"MORGAN","PROSTITUTION",1,8,7,7
"MORGAN","RAPE",8,9,8,9
"MORGAN","ROBBERY-COMMERCIAL",24,5,5,5
"MORGAN","ROBBERY-RESIDENTIAL",7,8,7,9
"MORGAN","ROBBERY-STREET",41,7,7,9
"MORGAN","SEX OFFENSE-OTHER",54,8,6,6
"MORGAN","THEFT-ALL OTHER",523,3,2,3
"MORGAN","THEFT-BICYCLE",75,2,4,2
"MORGAN","THEFT-BUILDING",102,5,4,5
"MORGAN","THEFT-SHOPLIFT",186,1,2,1
"MORGAN","TRESPASS",65,4,2,5
"MORGAN","WEAPON",14,9,8,9
"MOUNT BAKER","",6,NA,NA,NA
"MOUNT BAKER","AGGRAVATED ASSAULT",233,7,7,8
"MOUNT BAKER","AGGRAVATED ASSAULT-DV",117,5,5,6
"MOUNT BAKER","ARSON",18,8,8,10
"MOUNT BAKER","BURGLARY-COMMERCIAL",248,1,1,3
"MOUNT BAKER","BURGLARY-COMMERCIAL-SECURE PARKING",6,1,1,3
"MOUNT BAKER","BURGLARY-RESIDENTIAL",819,8,7,4
"MOUNT BAKER","BURGLARY-RESIDENTIAL-SECURE PARKING",13,8,7,4
"MOUNT BAKER","CAR PROWL",2093,5,5,5
"MOUNT BAKER","DISORDERLY CONDUCT",10,3,4,4
"MOUNT BAKER","DUI",151,6,7,5
"MOUNT BAKER","FAMILY OFFENSE-NONVIOLENT",128,3,4,4
"MOUNT BAKER","HOMICIDE",3,10,10,10
"MOUNT BAKER","LIQUOR LAW VIOLATION",34,1,2,2
"MOUNT BAKER","LOITERING",1,0,0,0
"MOUNT BAKER","MOTOR VEHICLE THEFT",562,1,2,2
"MOUNT BAKER","NARCOTIC",165,10,9,8
"MOUNT BAKER","PORNOGRAPHY",1,0,0,0
"MOUNT BAKER","PROSTITUTION",5,8,7,7
"MOUNT BAKER","RAPE",27,9,8,9
"MOUNT BAKER","ROBBERY-COMMERCIAL",84,5,5,5
"MOUNT BAKER","ROBBERY-RESIDENTIAL",18,8,7,9
"MOUNT BAKER","ROBBERY-STREET",187,7,7,9
"MOUNT BAKER","SEX OFFENSE-OTHER",70,8,6,6
"MOUNT BAKER","THEFT-ALL OTHER",698,3,2,3
"MOUNT BAKER","THEFT-BICYCLE",72,2,4,2
"MOUNT BAKER","THEFT-BUILDING",244,5,4,5
"MOUNT BAKER","THEFT-SHOPLIFT",633,1,2,1
"MOUNT BAKER","TRESPASS",291,4,2,5
"MOUNT BAKER","WEAPON",92,9,8,9
"NEW HOLLY","",3,NA,NA,NA
"NEW HOLLY","AGGRAVATED ASSAULT",122,7,7,8
"NEW HOLLY","AGGRAVATED ASSAULT-DV",84,5,5,6
"NEW HOLLY","ARSON",24,8,8,10
"NEW HOLLY","BURGLARY-COMMERCIAL",112,1,1,3
"NEW HOLLY","BURGLARY-COMMERCIAL-SECURE PARKING",3,1,1,3
"NEW HOLLY","BURGLARY-RESIDENTIAL",402,8,7,4
"NEW HOLLY","BURGLARY-RESIDENTIAL-SECURE PARKING",7,8,7,4
"NEW HOLLY","CAR PROWL",554,5,5,5
"NEW HOLLY","DUI",45,6,7,5
"NEW HOLLY","FAMILY OFFENSE-NONVIOLENT",78,3,4,4
"NEW HOLLY","GAMBLE",2,3,3,3
"NEW HOLLY","HOMICIDE",4,10,10,10
"NEW HOLLY","LIQUOR LAW VIOLATION",5,1,2,2
"NEW HOLLY","MOTOR VEHICLE THEFT",508,1,2,2
"NEW HOLLY","NARCOTIC",45,10,9,8
"NEW HOLLY","PROSTITUTION",1,8,7,7
"NEW HOLLY","RAPE",12,9,8,9
"NEW HOLLY","ROBBERY-COMMERCIAL",47,5,5,5
"NEW HOLLY","ROBBERY-RESIDENTIAL",23,8,7,9
"NEW HOLLY","ROBBERY-STREET",218,7,7,9
"NEW HOLLY","SEX OFFENSE-OTHER",42,8,6,6
"NEW HOLLY","THEFT-ALL OTHER",318,3,2,3
"NEW HOLLY","THEFT-BICYCLE",28,2,4,2
"NEW HOLLY","THEFT-BUILDING",103,5,4,5
"NEW HOLLY","THEFT-SHOPLIFT",293,1,2,1
"NEW HOLLY","TRESPASS",68,4,2,5
"NEW HOLLY","WEAPON",43,9,8,9
"NORTH ADMIRAL","",3,NA,NA,NA
"NORTH ADMIRAL","AGGRAVATED ASSAULT",100,7,7,8
"NORTH ADMIRAL","AGGRAVATED ASSAULT-DV",60,5,5,6
"NORTH ADMIRAL","ARSON",21,8,8,10
"NORTH ADMIRAL","BURGLARY-COMMERCIAL",179,1,1,3
"NORTH ADMIRAL","BURGLARY-COMMERCIAL-SECURE PARKING",5,1,1,3
"NORTH ADMIRAL","BURGLARY-RESIDENTIAL",647,8,7,4
"NORTH ADMIRAL","BURGLARY-RESIDENTIAL-SECURE PARKING",66,8,7,4
"NORTH ADMIRAL","CAR PROWL",1504,5,5,5
"NORTH ADMIRAL","DUI",141,6,7,5
"NORTH ADMIRAL","FAMILY OFFENSE-NONVIOLENT",67,3,4,4
"NORTH ADMIRAL","HOMICIDE",1,10,10,10
"NORTH ADMIRAL","LIQUOR LAW VIOLATION",20,1,2,2
"NORTH ADMIRAL","LOITERING",1,0,0,0
"NORTH ADMIRAL","MOTOR VEHICLE THEFT",465,1,2,2
"NORTH ADMIRAL","NARCOTIC",63,10,9,8
"NORTH ADMIRAL","PORNOGRAPHY",3,0,0,0
"NORTH ADMIRAL","PROSTITUTION",1,8,7,7
"NORTH ADMIRAL","RAPE",17,9,8,9
"NORTH ADMIRAL","ROBBERY-COMMERCIAL",52,5,5,5
"NORTH ADMIRAL","ROBBERY-RESIDENTIAL",5,8,7,9
"NORTH ADMIRAL","ROBBERY-STREET",68,7,7,9
"NORTH ADMIRAL","SEX OFFENSE-OTHER",92,8,6,6
"NORTH ADMIRAL","THEFT-ALL OTHER",549,3,2,3
"NORTH ADMIRAL","THEFT-BICYCLE",116,2,4,2
"NORTH ADMIRAL","THEFT-BUILDING",188,5,4,5
"NORTH ADMIRAL","THEFT-SHOPLIFT",408,1,2,1
"NORTH ADMIRAL","TRESPASS",83,4,2,5
"NORTH ADMIRAL","WEAPON",28,9,8,9
"NORTH BEACON HILL","",4,NA,NA,NA
"NORTH BEACON HILL","AGGRAVATED ASSAULT",287,7,7,8
"NORTH BEACON HILL","AGGRAVATED ASSAULT-DV",196,5,5,6
"NORTH BEACON HILL","ARSON",18,8,8,10
"NORTH BEACON HILL","BURGLARY-COMMERCIAL",255,1,1,3
"NORTH BEACON HILL","BURGLARY-COMMERCIAL-SECURE PARKING",3,1,1,3
"NORTH BEACON HILL","BURGLARY-RESIDENTIAL",1051,8,7,4
"NORTH BEACON HILL","BURGLARY-RESIDENTIAL-SECURE PARKING",16,8,7,4
"NORTH BEACON HILL","CAR PROWL",2462,5,5,5
"NORTH BEACON HILL","DISORDERLY CONDUCT",5,3,4,4
"NORTH BEACON HILL","DUI",206,6,7,5
"NORTH BEACON HILL","FAMILY OFFENSE-NONVIOLENT",116,3,4,4
"NORTH BEACON HILL","HOMICIDE",8,10,10,10
"NORTH BEACON HILL","LIQUOR LAW VIOLATION",17,1,2,2
"NORTH BEACON HILL","LOITERING",2,0,0,0
"NORTH BEACON HILL","MOTOR VEHICLE THEFT",1149,1,2,2
"NORTH BEACON HILL","NARCOTIC",255,10,9,8
"NORTH BEACON HILL","PORNOGRAPHY",3,0,0,0
"NORTH BEACON HILL","PROSTITUTION",51,8,7,7
"NORTH BEACON HILL","RAPE",38,9,8,9
"NORTH BEACON HILL","ROBBERY-COMMERCIAL",152,5,5,5
"NORTH BEACON HILL","ROBBERY-RESIDENTIAL",35,8,7,9
"NORTH BEACON HILL","ROBBERY-STREET",328,7,7,9
"NORTH BEACON HILL","SEX OFFENSE-OTHER",113,8,6,6
"NORTH BEACON HILL","THEFT-ALL OTHER",762,3,2,3
"NORTH BEACON HILL","THEFT-BICYCLE",117,2,4,2
"NORTH BEACON HILL","THEFT-BUILDING",247,5,4,5
"NORTH BEACON HILL","THEFT-SHOPLIFT",1024,1,2,1
"NORTH BEACON HILL","TRESPASS",272,4,2,5
"NORTH BEACON HILL","WEAPON",90,9,8,9
"NORTH DELRIDGE","",2,NA,NA,NA
"NORTH DELRIDGE","AGGRAVATED ASSAULT",121,7,7,8
"NORTH DELRIDGE","AGGRAVATED ASSAULT-DV",93,5,5,6
"NORTH DELRIDGE","ARSON",12,8,8,10
"NORTH DELRIDGE","BURGLARY-COMMERCIAL",192,1,1,3
"NORTH DELRIDGE","BURGLARY-COMMERCIAL-SECURE PARKING",6,1,1,3
"NORTH DELRIDGE","BURGLARY-RESIDENTIAL",496,8,7,4
"NORTH DELRIDGE","BURGLARY-RESIDENTIAL-SECURE PARKING",58,8,7,4
"NORTH DELRIDGE","CAR PROWL",848,5,5,5
"NORTH DELRIDGE","DISORDERLY CONDUCT",1,3,4,4
"NORTH DELRIDGE","DUI",101,6,7,5
"NORTH DELRIDGE","FAMILY OFFENSE-NONVIOLENT",107,3,4,4
"NORTH DELRIDGE","LIQUOR LAW VIOLATION",3,1,2,2
"NORTH DELRIDGE","MOTOR VEHICLE THEFT",389,1,2,2
"NORTH DELRIDGE","NARCOTIC",57,10,9,8
"NORTH DELRIDGE","PORNOGRAPHY",2,0,0,0
"NORTH DELRIDGE","PROSTITUTION",2,8,7,7
"NORTH DELRIDGE","RAPE",21,9,8,9
"NORTH DELRIDGE","ROBBERY-COMMERCIAL",6,5,5,5
"NORTH DELRIDGE","ROBBERY-RESIDENTIAL",13,8,7,9
"NORTH DELRIDGE","ROBBERY-STREET",63,7,7,9
"NORTH DELRIDGE","SEX OFFENSE-OTHER",55,8,6,6
"NORTH DELRIDGE","THEFT-ALL OTHER",519,3,2,3
"NORTH DELRIDGE","THEFT-BICYCLE",46,2,4,2
"NORTH DELRIDGE","THEFT-BUILDING",165,5,4,5
"NORTH DELRIDGE","THEFT-SHOPLIFT",26,1,2,1
"NORTH DELRIDGE","TRESPASS",104,4,2,5
"NORTH DELRIDGE","WEAPON",46,9,8,9
"NORTHGATE","",12,NA,NA,NA
"NORTHGATE","AGGRAVATED ASSAULT",653,7,7,8
"NORTHGATE","AGGRAVATED ASSAULT-DV",359,5,5,6
"NORTHGATE","ARSON",58,8,8,10
"NORTHGATE","BURGLARY-COMMERCIAL",1205,1,1,3
"NORTHGATE","BURGLARY-COMMERCIAL-SECURE PARKING",19,1,1,3
"NORTHGATE","BURGLARY-RESIDENTIAL",2510,8,7,4
"NORTHGATE","BURGLARY-RESIDENTIAL-SECURE PARKING",226,8,7,4
"NORTHGATE","CAR PROWL",7123,5,5,5
"NORTHGATE","DISORDERLY CONDUCT",7,3,4,4
"NORTHGATE","DUI",574,6,7,5
"NORTHGATE","FAMILY OFFENSE-NONVIOLENT",382,3,4,4
"NORTHGATE","HOMICIDE",9,10,10,10
"NORTHGATE","LIQUOR LAW VIOLATION",45,1,2,2
"NORTHGATE","LOITERING",1,0,0,0
"NORTHGATE","MOTOR VEHICLE THEFT",2787,1,2,2
"NORTHGATE","NARCOTIC",627,10,9,8
"NORTHGATE","PORNOGRAPHY",7,0,0,0
"NORTHGATE","PROSTITUTION",1456,8,7,7
"NORTHGATE","RAPE",106,9,8,9
"NORTHGATE","ROBBERY-COMMERCIAL",409,5,5,5
"NORTHGATE","ROBBERY-RESIDENTIAL",63,8,7,9
"NORTHGATE","ROBBERY-STREET",557,7,7,9
"NORTHGATE","SEX OFFENSE-OTHER",288,8,6,6
"NORTHGATE","THEFT-ALL OTHER",3026,3,2,3
"NORTHGATE","THEFT-BICYCLE",500,2,4,2
"NORTHGATE","THEFT-BUILDING",1347,5,4,5
"NORTHGATE","THEFT-SHOPLIFT",5224,1,2,1
"NORTHGATE","TRESPASS",1041,4,2,5
"NORTHGATE","WEAPON",199,9,8,9
"PHINNEY RIDGE","",3,NA,NA,NA
"PHINNEY RIDGE","AGGRAVATED ASSAULT",55,7,7,8
"PHINNEY RIDGE","AGGRAVATED ASSAULT-DV",28,5,5,6
"PHINNEY RIDGE","ARSON",7,8,8,10
"PHINNEY RIDGE","BURGLARY-COMMERCIAL",202,1,1,3
"PHINNEY RIDGE","BURGLARY-COMMERCIAL-SECURE PARKING",3,1,1,3
"PHINNEY RIDGE","BURGLARY-RESIDENTIAL",555,8,7,4
"PHINNEY RIDGE","BURGLARY-RESIDENTIAL-SECURE PARKING",70,8,7,4
"PHINNEY RIDGE","CAR PROWL",2045,5,5,5
"PHINNEY RIDGE","DISORDERLY CONDUCT",1,3,4,4
"PHINNEY RIDGE","DUI",153,6,7,5
"PHINNEY RIDGE","FAMILY OFFENSE-NONVIOLENT",38,3,4,4
"PHINNEY RIDGE","HOMICIDE",2,10,10,10
"PHINNEY RIDGE","LIQUOR LAW VIOLATION",14,1,2,2
"PHINNEY RIDGE","MOTOR VEHICLE THEFT",587,1,2,2
"PHINNEY RIDGE","NARCOTIC",33,10,9,8
"PHINNEY RIDGE","PROSTITUTION",2,8,7,7
"PHINNEY RIDGE","RAPE",9,9,8,9
"PHINNEY RIDGE","ROBBERY-COMMERCIAL",17,5,5,5
"PHINNEY RIDGE","ROBBERY-RESIDENTIAL",5,8,7,9
"PHINNEY RIDGE","ROBBERY-STREET",40,7,7,9
"PHINNEY RIDGE","SEX OFFENSE-OTHER",43,8,6,6
"PHINNEY RIDGE","THEFT-ALL OTHER",453,3,2,3
"PHINNEY RIDGE","THEFT-BICYCLE",104,2,4,2
"PHINNEY RIDGE","THEFT-BUILDING",85,5,4,5
"PHINNEY RIDGE","THEFT-SHOPLIFT",45,1,2,1
"PHINNEY RIDGE","TRESPASS",66,4,2,5
"PHINNEY RIDGE","WEAPON",10,9,8,9
"PIGEON POINT","AGGRAVATED ASSAULT",13,7,7,8
"PIGEON POINT","AGGRAVATED ASSAULT-DV",14,5,5,6
"PIGEON POINT","BURGLARY-COMMERCIAL",49,1,1,3
"PIGEON POINT","BURGLARY-COMMERCIAL-SECURE PARKING",2,1,1,3
"PIGEON POINT","BURGLARY-RESIDENTIAL",80,8,7,4
"PIGEON POINT","CAR PROWL",179,5,5,5
"PIGEON POINT","DUI",10,6,7,5
"PIGEON POINT","FAMILY OFFENSE-NONVIOLENT",12,3,4,4
"PIGEON POINT","LIQUOR LAW VIOLATION",2,1,2,2
"PIGEON POINT","MOTOR VEHICLE THEFT",80,1,2,2
"PIGEON POINT","NARCOTIC",7,10,9,8
"PIGEON POINT","RAPE",1,9,8,9
"PIGEON POINT","ROBBERY-RESIDENTIAL",2,8,7,9
"PIGEON POINT","ROBBERY-STREET",15,7,7,9
"PIGEON POINT","SEX OFFENSE-OTHER",4,8,6,6
"PIGEON POINT","THEFT-ALL OTHER",97,3,2,3
"PIGEON POINT","THEFT-BICYCLE",12,2,4,2
"PIGEON POINT","THEFT-BUILDING",18,5,4,5
"PIGEON POINT","THEFT-SHOPLIFT",1,1,2,1
"PIGEON POINT","TRESPASS",7,4,2,5
"PIGEON POINT","WEAPON",4,9,8,9
"PIONEER SQUARE","",5,NA,NA,NA
"PIONEER SQUARE","AGGRAVATED ASSAULT",718,7,7,8
"PIONEER SQUARE","AGGRAVATED ASSAULT-DV",77,5,5,6
"PIONEER SQUARE","ARSON",14,8,8,10
"PIONEER SQUARE","BURGLARY-COMMERCIAL",373,1,1,3
"PIONEER SQUARE","BURGLARY-COMMERCIAL-SECURE PARKING",9,1,1,3
"PIONEER SQUARE","BURGLARY-RESIDENTIAL",82,8,7,4
"PIONEER SQUARE","BURGLARY-RESIDENTIAL-SECURE PARKING",34,8,7,4
"PIONEER SQUARE","CAR PROWL",2246,5,5,5
"PIONEER SQUARE","DISORDERLY CONDUCT",17,3,4,4
"PIONEER SQUARE","DUI",338,6,7,5
"PIONEER SQUARE","FAMILY OFFENSE-NONVIOLENT",56,3,4,4
"PIONEER SQUARE","HOMICIDE",8,10,10,10
"PIONEER SQUARE","LIQUOR LAW VIOLATION",125,1,2,2
"PIONEER SQUARE","LOITERING",42,0,0,0
"PIONEER SQUARE","MOTOR VEHICLE THEFT",280,1,2,2
"PIONEER SQUARE","NARCOTIC",797,10,9,8
"PIONEER SQUARE","PORNOGRAPHY",1,0,0,0
"PIONEER SQUARE","PROSTITUTION",23,8,7,7
"PIONEER SQUARE","RAPE",39,9,8,9
"PIONEER SQUARE","ROBBERY-COMMERCIAL",31,5,5,5
"PIONEER SQUARE","ROBBERY-RESIDENTIAL",11,8,7,9
"PIONEER SQUARE","ROBBERY-STREET",359,7,7,9
"PIONEER SQUARE","SEX OFFENSE-OTHER",129,8,6,6
"PIONEER SQUARE","THEFT-ALL OTHER",1246,3,2,3
"PIONEER SQUARE","THEFT-BICYCLE",156,2,4,2
"PIONEER SQUARE","THEFT-BUILDING",682,5,4,5
"PIONEER SQUARE","THEFT-SHOPLIFT",163,1,2,1
"PIONEER SQUARE","TRESPASS",626,4,2,5
"PIONEER SQUARE","WEAPON",130,9,8,9
"QUEEN ANNE","",17,NA,NA,NA
"QUEEN ANNE","AGGRAVATED ASSAULT",460,7,7,8
"QUEEN ANNE","AGGRAVATED ASSAULT-DV",204,5,5,6
"QUEEN ANNE","ARSON",51,8,8,10
"QUEEN ANNE","BURGLARY-COMMERCIAL",1493,1,1,3
"QUEEN ANNE","BURGLARY-COMMERCIAL-SECURE PARKING",136,1,1,3
"QUEEN ANNE","BURGLARY-RESIDENTIAL",2400,8,7,4
"QUEEN ANNE","BURGLARY-RESIDENTIAL-SECURE PARKING",1135,8,7,4
